id,product_id,family_id,manufacturer_id,model_name,full_name,release_year,discontinued_year,status,category,design,driver_type,driver_size_mm,impedance_ohms,sensitivity_db,wireless,anc,predecessor,successor,notes,date_added,fit,msrp_usd,sound_signature,connector_type,detachable_cable,weight_g,spec_confidence
248,MARSHALL_MONITOR2,82,37,Monitor II ANC,Marshall Monitor II ANC,2020,,Active,Headphone,Closed Back,Dynamic,40,32,96,Yes,Yes,,,,,Over-Ear,,,,,,Estimated
249,MARSHALL_MAJOR4,82,37,Major IV,Marshall Major IV,2021,,Active,Headphone,Closed Back,Dynamic,40,64,103,Yes,No,,,,,On-Ear,100,V-Shaped,,No,163,Estimated
250,MARSHALL_MAJOR5,82,37,Major V,Marshall Major V,2024,,Active,Headphone,Closed Back,Dynamic,40,64,103,Yes,No,,,,,On-Ear,100,V-Shaped,,No,163,Estimated
251,JBL_TOUR1,83,38,Tour One,JBL Tour One,2020,,Discontinued,Headphone,Closed Back,Dynamic,40,32,105,Yes,Yes,,JBL_TOUR1M2,,,Over-Ear,300,,,,,Estimated
252,JBL_TOUR1M2,83,38,Tour One M2,JBL Tour One M2,2023,,Active,Headphone,Closed Back,Dynamic,40,32,105,Yes,Yes,JBL_TOUR1,,,,Over-Ear,300,,,,,Estimated
253,JBL_LIVE660,84,38,Live 660NC,JBL Live 660NC,2021,,Active,Headphone,Closed Back,Dynamic,40,32,104,Yes,Yes,,,,,Over-Ear,200,,,,,Estimated
254,SKULL_CRUSHERANC2,85,39,Crusher ANC 2,Skullcandy Crusher ANC 2,2023,,Active,Headphone,Closed Back,Dynamic,40,32,95,Yes,Yes,,,Sensory bass,,Over-Ear,,,,,,Estimated
255,SKULL_CRUSHEREVO,85,39,Crusher Evo,Skullcandy Crusher Evo,2021,,Active,Headphone,Closed Back,Dynamic,40,32,95,Yes,No,,,,,Over-Ear,,,,,,Estimated
256,ANKER_SPACEQ45,86,40,Space Q45,Anker Soundcore Space Q45,2022,,Active,Headphone,Closed Back,Dynamic,40,32,98,Yes,Yes,,,,,Over-Ear,80,V-Shaped,Wireless,No,270,Estimated
257,ANKER_SPACEONE,86,40,Space One,Anker Soundcore Space One,2023,,Active,Headphone,Closed Back,Dynamic,40,32,98,Yes,Yes,,,,,Over-Ear,80,V-Shaped,Wireless,No,265,Estimated
258,ANKER_SPACEONEPRO,86,40,Space One Pro,Anker Soundcore Space One Pro,2024,,Active,Headphone,Closed Back,Dynamic,40,32,98,Yes,Yes,,,,,Over-Ear,100,,Wireless,,,Estimated
259,TECH_EAHA800,87,41,EAH-A800,Technics EAH-A800,2022,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,,,Over-Ear,380,V-Shaped,Wireless,No,237,Estimated
260,NOTHING_HEADPHONE1,88,42,Headphone (1),Nothing Headphone (1),2025,,Active,Headphone,Closed Back,Dynamic,40,32,100,Yes,Yes,,,"First Nothing over-ear, KEF-tuned",,Over-Ear,,,,,,Estimated
261,SENN_HD518,89,2,HD 518,Sennheiser HD 518,2010,,Discontinued,Headphone,Open Back,Dynamic,,50,108,No,No,,,,,Over-Ear,150,,3.5mm,Yes,238,Estimated
262,SENN_HD558,89,2,HD 558,Sennheiser HD 558,2010,,Discontinued,Headphone,Open Back,Dynamic,,50,112,No,No,,SENN_HD559,,,Over-Ear,180,,3.5mm,Yes,260,Estimated
263,SENN_HD598,89,2,HD 598,Sennheiser HD 598,2010,,Discontinued,Headphone,Open Back,Dynamic,,50,112,No,No,,SENN_HD599,Popular mid-tier open-back,,Over-Ear,250,,,,,Estimated
264,SENN_HD598CS,89,2,HD 598 CS,Sennheiser HD 598 CS,2016,,Discontinued,Headphone,Closed Back,Dynamic,,23,115,No,No,,,Closed-back 598; Amazon exclusive; 23Ω; uses 569 driver,,Over-Ear,200,,,,,Estimated
265,SENN_HD559,89,2,HD 559,Sennheiser HD 559,2016,,Active,Headphone,Open Back,Dynamic,,50,108,No,No,SENN_HD558,,,,Over-Ear,120,,,,,Estimated
266,SENN_HD569,89,2,HD 569,Sennheiser HD 569,2016,,Active,Headphone,Closed Back,Dynamic,,23,115,No,No,,,,,Over-Ear,200,U-Shaped,3.5mm,Yes,229,Estimated
267,SENN_HD579,89,2,HD 579,Sennheiser HD 579,2016,,Active,Headphone,Open Back,Dynamic,,50,106,No,No,,,,,Over-Ear,200,,3.5mm,Yes,218,Estimated
268,SENN_HD599,89,2,HD 599,Sennheiser HD 599,2016,,Active,Headphone,Open Back,Dynamic,,50,106,No,No,SENN_HD598,,,,Over-Ear,250,,3.5mm,Yes,223,Estimated
269,SENN_HD505,89,2,HD 505,Sennheiser HD 505,2025,,Active,Headphone,Open Back,Dynamic,,50,112,No,No,,,,,Over-Ear,200,,,,,Estimated
270,SENN_HD25,4,2,HD 25,Sennheiser HD 25,2010,,Active,Studio,Closed Back,Dynamic,25,70,120,No,No,,,On-ear DJ/monitoring standard,,On-Ear,170,Bright,3.5mm,No,140,Verified
271,SENN_HD250BT,4,2,HD 250BT,Sennheiser HD 250BT,2020,,Active,Headphone,Closed Back,Dynamic,40,18,115,Yes,No,,,,,On-Ear,200,,Wireless,No,227,Estimated
272,SENN_HD350BT,4,2,HD 350BT,Sennheiser HD 350BT,2019,,Active,Headphone,Closed Back,Dynamic,40,18,108,Yes,No,,,,,Over-Ear,100,,Wireless,No,155,Estimated
273,SENN_HD450BT,4,2,HD 450BT,Sennheiser HD 450BT,2019,,Active,Headphone,Closed Back,Dynamic,38,18,108,Yes,Yes,,,,,Over-Ear,150,,Wireless,No,170,Estimated
274,SENN_HD4_40BT,4,2,HD 4.40 BT,Sennheiser HD 4.40 BT,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,18,100,Yes,No,,,,,On-Ear,150,,Wireless,No,185,Estimated
275,SENN_HD4_50BTNC,4,2,HD 4.50 BTNC,Sennheiser HD 4.50 BTNC,2016,,Discontinued,Headphone,Closed Back,Dynamic,38,18,113,Yes,Yes,,,,,Over-Ear,200,,Wireless,No,229,Estimated
276,SENN_PXC550,90,2,PXC 550 Wireless,Sennheiser PXC 550 Wireless,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,150,105,Yes,Yes,,SENN_PXC550II,,,Over-Ear,350,,Wireless,No,227,Verified
277,SENN_PXC550II,90,2,PXC 550-II Wireless,Sennheiser PXC 550-II Wireless,2019,,Discontinued,Headphone,Closed Back,Dynamic,40,150,105,Yes,Yes,SENN_PXC550,,,,Over-Ear,350,,Wireless,No,227,Verified
278,SENN_HD58X,4,2,HD 58X Jubilee,Drop x Sennheiser HD 58X Jubilee,2018,,Active,Headphone,Open Back,Dynamic,,150,104,No,No,,,Drop collaboration,,Over-Ear,150,,,,,Estimated
279,SENN_HD6XX,4,2,HD 6XX,Drop x Sennheiser HD 6XX,2016,,Active,Headphone,Open Back,Dynamic,,300,103,No,No,,,Drop-exclusive HD 650 variant,,Over-Ear,220,,,,,Estimated
280,SENN_HD8XX,4,2,HD 8XX,Drop x Sennheiser HD 8XX,2020,,Active,Headphone,Open Back,Dynamic,56,300,102,No,No,,,Drop-exclusive HD 800 variant,,Over-Ear,1100,,,,,Estimated
281,SONY_MDR7506,91,1,MDR-7506,Sony MDR-7506,1991,,Legacy Active,Studio,Closed Back,Dynamic,40,63,106,No,No,,,"Studio monitoring standard, still produced",,Over-Ear,100,Bright,3.5mm/6.35mm,No,230,Verified
282,SONY_MDRV6,91,1,MDR-V6,Sony MDR-V6,1985,,Discontinued,Studio,Closed Back,Dynamic,40,63,106,No,No,,SONY_MDR7506,,,Over-Ear,100,,,,,Estimated
283,SONY_MDR7510,91,1,MDR-7510,Sony MDR-7510,2010,,Discontinued,Studio,Closed Back,Dynamic,40,24,106,No,No,,,,,Over-Ear,200,,3.5mm,,,Estimated
284,SONY_CD900ST,91,1,MDR-CD900ST,Sony MDR-CD900ST,1989,,Legacy Active,Studio,Closed Back,Dynamic,40,63,106,No,No,,,Japanese studio standard,,Over-Ear,150,,,,,Estimated
285,SONY_ZX110,92,1,MDR-ZX110,Sony MDR-ZX110,2014,,Active,Headphone,Closed Back,Dynamic,30,24,98,No,No,,,Budget on-ear,,On-Ear,30,,,,107,Estimated
286,SONY_ZX310,92,1,MDR-ZX310,Sony MDR-ZX310,2014,,Active,Headphone,Closed Back,Dynamic,30,24,98,No,No,,,,,On-Ear,50,,,,,Estimated
287,SONY_ZX750BN,92,1,MDR-ZX750BN,Sony MDR-ZX750BN,2014,,Discontinued,Headphone,Closed Back,Dynamic,40,40,103,Yes,Yes,,,,,Over-Ear,130,,,,,Estimated
288,SONY_XB650,93,1,MDR-XB650BT,Sony MDR-XB650BT,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,24,103,Yes,No,,,Extra Bass,,On-Ear,80,,,,,Estimated
289,SONY_XB950B1,93,1,MDR-XB950B1,Sony MDR-XB950B1,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,24,103,Yes,No,,,,,Over-Ear,100,,,,,Estimated
290,SONY_XB900N,93,1,WH-XB900N,Sony WH-XB900N,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,48,100,Yes,Yes,,SONY_XB910N,Extra Bass ANC,,Over-Ear,148,,,,,Estimated
291,SONY_XB910N,93,1,WH-XB910N,Sony WH-XB910N,2021,,Active,Headphone,Closed Back,Dynamic,30,48,103,Yes,Yes,SONY_XB900N,,,,Over-Ear,248,,,,,Estimated
292,SONY_CH500,94,1,WH-CH500,Sony WH-CH500,2018,,Discontinued,Headphone,Closed Back,Dynamic,30,32,100,Yes,No,,,,,On-Ear,60,,,No,130,Estimated
293,SONY_CH510,94,1,WH-CH510,Sony WH-CH510,2019,,Active,Headphone,Closed Back,Dynamic,30,32,98,Yes,No,,,,,On-Ear,60,,,No,,Estimated
294,SONY_CH520,94,1,WH-CH520,Sony WH-CH520,2023,,Active,Headphone,Closed Back,Dynamic,30,32,100,Yes,No,,,,,On-Ear,60,,,No,,Estimated
295,SONY_CH700N,94,1,WH-CH700N,Sony WH-CH700N,2018,,Discontinued,Headphone,Closed Back,Dynamic,40,48,100,Yes,Yes,,SONY_CH710N,,,Over-Ear,148,,,,,Estimated
296,SONY_CH710N,94,1,WH-CH710N,Sony WH-CH710N,2020,,Discontinued,Headphone,Closed Back,Dynamic,30,48,100,Yes,Yes,SONY_CH700N,SONY_CH720N,,,Over-Ear,80,,,,,Estimated
297,SONY_CH720N,94,1,WH-CH720N,Sony WH-CH720N,2023,,Active,Headphone,Closed Back,Dynamic,30,48,100,Yes,Yes,SONY_CH710N,,,,Over-Ear,150,,,,,Estimated
298,ATECH_A550Z,95,4,ATH-A550Z,Audio-Technica ATH-A550Z,2014,,Active,Headphone,Closed Back,Dynamic,53,44,99,No,No,,,,,Over-Ear,300,,,,,Estimated
299,ATECH_A990Z,95,4,ATH-A990Z,Audio-Technica ATH-A990Z,2014,,Active,Headphone,Closed Back,Dynamic,53,44,99,No,No,,,"Art Monitor, D.A.D.S.",,Over-Ear,450,,,,,Estimated
300,ATECH_A1000Z,95,4,ATH-A1000Z,Audio-Technica ATH-A1000Z,2014,,Active,Headphone,Closed Back,Dynamic,53,44,101,No,No,,,,,Over-Ear,600,,A2DC,Yes,,Estimated
301,ATECH_A2000Z,95,4,ATH-A2000Z,Audio-Technica ATH-A2000Z,2014,,Active,Headphone,Closed Back,Dynamic,53,48,101,No,No,,,,,Over-Ear,649,,A2DC,Yes,,Estimated
302,ATECH_AD500X,12,4,ATH-AD500X,Audio-Technica ATH-AD500X,2013,,Active,Headphone,Open Back,Dynamic,53,48,100,No,No,,,,,Over-Ear,99,,,,,Estimated
303,ATECH_AD1000X,12,4,ATH-AD1000X,Audio-Technica ATH-AD1000X,2013,,Active,Headphone,Open Back,Dynamic,53,42,100,No,No,,,,,Over-Ear,449,,,,,Estimated
304,ATECH_AD2000X,12,4,ATH-AD2000X,Audio-Technica ATH-AD2000X,2013,,Active,Headphone,Open Back,Dynamic,53,40,102,No,No,,,Flagship Air series,,Over-Ear,600,,,,,Estimated
305,ATECH_W1000Z,13,4,ATH-W1000Z,Audio-Technica ATH-W1000Z,2014,,Active,Headphone,Closed Back,Dynamic,53,44,101,No,No,,,Teak wood,,Over-Ear,700,,,,,Estimated
306,ATECH_W5000,13,4,ATH-W5000,Audio-Technica ATH-W5000,2007,,Discontinued,Headphone,Closed Back,Dynamic,53,40,102,No,No,,,,,Over-Ear,1670,,,,,Estimated
307,ATECH_MSR7B,14,4,ATH-MSR7b,Audio-Technica ATH-MSR7b,2018,,Active,Headphone,Closed Back,Dynamic,45,36,102,No,No,ATECH_MSR7,,,,Over-Ear,229,,,,,Estimated
308,ATECH_M20X,10,4,ATH-M20x,Audio-Technica ATH-M20x,2014,,Active,Studio,Closed Back,Dynamic,40,47,96,No,No,,,,,Over-Ear,50,,,No,,Verified
309,ATECH_M30X,10,4,ATH-M30x,Audio-Technica ATH-M30x,2014,,Active,Studio,Closed Back,Dynamic,40,47,98,No,No,,,,,Over-Ear,70,,,,,Estimated
310,ATECH_SR50BT,96,4,ATH-SR50BT,Audio-Technica ATH-SR50BT,2018,,Active,Headphone,Closed Back,Dynamic,45,38,98,Yes,Yes,,,,,Over-Ear,100,V-Shaped,,,,Estimated
311,ATECH_SR30BT,96,4,ATH-SR30BT,Audio-Technica ATH-SR30BT,2019,,Active,Headphone,Closed Back,Dynamic,40,32,98,Yes,No,,,70hr battery,,Over-Ear,70,,,,,Estimated
312,ATECH_ANC900BT,96,4,ATH-ANC900BT,Audio-Technica ATH-ANC900BT QuietPoint,2019,,Active,Headphone,Closed Back,Dynamic,40,38,98,Yes,Yes,,,,,Over-Ear,200,,,,,Estimated
313,AKG_K240STUDIO,97,5,K240 Studio,AKG K240 Studio,1991,,Legacy Active,Studio,Semi-Open,Dynamic,30,55,91,No,No,,,"Studio classic, still produced",,Over-Ear,80,,,,,Estimated
314,AKG_K271MK2,97,5,K271 MkII,AKG K271 MkII,2008,,Active,Studio,Closed Back,Dynamic,30,55,91,No,No,,,,,Over-Ear,170,Neutral,mini-XLR,Yes,,Verified
315,AKG_K72,97,5,K72,AKG K72,2015,,Active,Studio,Closed Back,Dynamic,40,32,112,No,No,,,,,Over-Ear,60,,3.5mm,No,190,Estimated
316,AKG_K92,97,5,K92,AKG K92,2015,,Active,Studio,Closed Back,Dynamic,40,32,110,No,No,,,,,Over-Ear,70,,3.5mm,No,178,Estimated
317,AKG_K245,97,5,K245,AKG K245,2018,,Active,Studio,Open Back,Dynamic,50,32,109,No,No,,,,,Over-Ear,80,,,,,Estimated
318,AKG_K550,15,5,K550,AKG K550,2012,,Discontinued,Headphone,Closed Back,Dynamic,50,32,111,No,No,,AKG_K553,,,Over-Ear,200,Analytical,3.5mm,No,,Estimated
319,AKG_K553,15,5,K553 Pro,AKG K553 Pro,2015,,Active,Studio,Closed Back,Dynamic,50,32,114,No,No,AKG_K550,,,,Over-Ear,180,,3.5mm,No,,Estimated
320,AKG_K701,15,5,K701,AKG K701,2005,,Legacy Active,Headphone,Open Back,Dynamic,50,62,105,No,No,,,Reference open-back classic,,Over-Ear,200,Neutral Bright,mini-XLR,Yes,235,Verified
321,AKG_Y50BT,15,5,Y50BT,AKG Y50BT,2015,,Discontinued,Headphone,Closed Back,Dynamic,40,32,115,Yes,No,,,,,On-Ear,150,,Wireless,,190,Estimated
322,BEYER_DT770_32,17,6,DT 770 Pro 32 Ohm,Beyerdynamic DT 770 Pro (32 Ohm),2014,,Active,Studio,Closed Back,Dynamic,45,32,102,No,No,,,Low-impedance mobile variant,,Over-Ear,160,,,,,Estimated
323,BEYER_DT770_80,17,6,DT 770 Pro 80 Ohm,Beyerdynamic DT 770 Pro (80 Ohm),1985,,Legacy Active,Studio,Closed Back,Dynamic,45,80,96,No,No,,,Most popular impedance,,Over-Ear,160,,,,,Estimated
324,BEYER_DT770_250,17,6,DT 770 Pro 250 Ohm,Beyerdynamic DT 770 Pro (250 Ohm),1985,,Legacy Active,Studio,Closed Back,Dynamic,45,250,96,No,No,,,High-impedance studio variant,,Over-Ear,180,,,,,Estimated
325,BEYER_DT880_250,17,6,DT 880 Pro 250 Ohm,Beyerdynamic DT 880 Pro (250 Ohm),2005,,Legacy Active,Studio,Semi-Open,Dynamic,45,250,96,No,No,,,,,Over-Ear,230,,,,,Estimated
326,BEYER_DT990_250,17,6,DT 990 Pro 250 Ohm,Beyerdynamic DT 990 Pro (250 Ohm),1985,,Legacy Active,Studio,Open Back,Dynamic,45,250,96,No,No,,,,,Over-Ear,180,,,,,Estimated
327,BEYER_DT240PRO,17,6,DT 240 Pro,Beyerdynamic DT 240 Pro,2016,,Active,Studio,Closed Back,Dynamic,45,16,101,No,No,,,,,Over-Ear,100,,,,190,Estimated
328,BEYER_DT700PROX2,17,6,DT 700 Pro X mkII,Beyerdynamic DT 700 Pro X mkII,2025,,Active,Studio,Closed Back,Dynamic,45,48,100,No,No,BEYER_DT700PROX,,,,Over-Ear,320,,,,,Estimated
329,BEYER_CUSTOMSTUDIO,98,6,Custom Studio,Beyerdynamic Custom Studio,2015,,Active,Studio,Closed Back,Dynamic,45,250,96,No,No,,,,,Over-Ear,100,,,,,Estimated
330,BEYER_LAGOONANC,98,6,Lagoon ANC,Beyerdynamic Lagoon ANC,2019,,Discontinued,Headphone,Closed Back,Dynamic,,32,100,Yes,Yes,,,,,Over-Ear,300,,,,,Estimated
331,BEYER_MMX150,20,6,MMX 150,Beyerdynamic MMX 150,2022,,Active,Gaming,Closed Back,Dynamic,40,32,116,No,No,,,,,Over-Ear,100,,,,,Estimated
332,BEYER_MMX300_2,20,6,MMX 300 2nd Gen,Beyerdynamic MMX 300 (2nd Gen),2019,,Active,Gaming,Closed Back,Dynamic,45,250,96,No,No,BEYER_MMX300,,,,Over-Ear,300,,,,,Estimated
333,BEYER_TYGR300R,17,6,TYGR 300 R,Beyerdynamic TYGR 300 R,2020,,Active,Headphone,Open Back,Dynamic,45,32,102,No,No,,,Gaming-focused open-back; popular with audiophiles,,Over-Ear,200,,,,,Estimated
334,BOSE_QC3,100,7,QuietComfort 3,Bose QuietComfort 3,2006,,Discontinued,Headphone,Closed Back,Dynamic,40,30,107,No,Yes,,,On-ear ANC,,On-Ear,350,,,,,Estimated
335,BOSE_OE2,99,7,OE2,Bose OE2,2011,,Discontinued,Headphone,Closed Back,Dynamic,40,32,109,No,No,,,,,On-Ear,150,,,,,Estimated
336,BOSE_AE2,99,7,AE2,Bose AE2,2010,,Discontinued,Headphone,Closed Back,Dynamic,40,32,109,No,No,,,,,Over-Ear,150,,,,,Estimated
337,BOSE_SOUNDLINKAE,99,7,SoundLink Around-Ear II,Bose SoundLink Around-Ear II,2015,,Discontinued,Headphone,Closed Back,Dynamic,40,32,105,Yes,No,,,,,Over-Ear,230,,,,,Estimated
338,BOSE_SOUNDLINKOE,99,7,SoundLink On-Ear,Bose SoundLink On-Ear,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,32,105,Yes,No,,,,,On-Ear,200,,,,,Estimated
339,HIFIMAN_HE500,27,9,HE-500,HiFiMan HE-500,2011,,Discontinued,Headphone,Open Back,Planar Magnetic,,38,89,No,No,,,Beloved early planar,,Over-Ear,700,,,,,Estimated
340,HIFIMAN_HE6,27,9,HE-6,HiFiMan HE-6,2011,,Discontinued,Headphone,Open Back,Planar Magnetic,,50,83,No,No,,HIFIMAN_HE6SE,Famously power-hungry,,Over-Ear,,,,,,Estimated
341,HIFIMAN_EDITIONX,28,9,Edition X,HiFiMan Edition X,2015,,Discontinued,Headphone,Open Back,Planar Magnetic,,25,103,No,No,,HIFIMAN_EDITIONXV2,,,Over-Ear,,,,,,Estimated
342,HIFIMAN_EDITIONXV2,28,9,Edition X V2,HiFiMan Edition X V2,2016,,Discontinued,Headphone,Open Back,Planar Magnetic,,25,103,No,No,HIFIMAN_EDITIONX,,,,Over-Ear,,,,,,Estimated
343,HIFIMAN_EDITIONS,28,9,Edition S,HiFiMan Edition S,2016,,Discontinued,Headphone,Open Back,Dynamic,,35,96,No,No,,,"On-ear, switchable open/closed",,Over-Ear,,,,,,Estimated
344,HIFIMAN_HE400S,27,9,HE400S,HiFiMan HE400S,2015,,Discontinued,Headphone,Open Back,Planar Magnetic,,22,98,No,No,,,,,Over-Ear,,,,,,Estimated
345,HIFIMAN_HE1000V2,27,9,HE1000 V2,HiFiMan HE1000 V2,2016,,Discontinued,Headphone,Open Back,Planar Magnetic,,35,90,No,No,HIFIMAN_HE1000,HIFIMAN_HE1000SE,,,Over-Ear,3000,Analytical,Dual 3.5mm,Yes,420,Verified
346,HIFIMAN_HE1000UNV,27,9,HE1000 Unveiled,HiFiMan HE1000 Unveiled,2024,,Active,Headphone,Open Back,Planar Magnetic,,35,90,No,No,HIFIMAN_HE1000SE,,Stator-less open design,,Over-Ear,,,,,,Estimated
347,HIFIMAN_ARYASTEALTH,30,9,Arya Stealth,HiFiMan Arya Stealth Magnet,2021,,Discontinued,Headphone,Open Back,Planar Magnetic,,32,94,No,No,,,Stealth Magnet revision,,Over-Ear,,,,,,Estimated
348,HIFIMAN_ARYAUNV,30,9,Arya Unveiled,HiFiMan Arya Unveiled,2024,,Active,Headphone,Open Back,Planar Magnetic,,35,91,No,No,,,,,Over-Ear,,,,,,Estimated
349,HIFIMAN_ANANDANANOUNV,29,9,Ananda Unveiled,HiFiMan Ananda Unveiled,2024,,Active,Headphone,Open Back,Planar Magnetic,,16,103,No,No,,,,,Over-Ear,,,,,,Estimated
350,HIFIMAN_SUNDARAC,32,9,Sundara Closed-Back,HiFiMan Sundara Closed-Back,2022,,Active,Headphone,Closed Back,Planar Magnetic,,20,96,No,No,,,,,Over-Ear,,,,,,Estimated
351,HIFIMAN_HER9,27,9,HE-R9,HiFiMan HE-R9,2021,,Active,Headphone,Closed Back,Dynamic,,18,91,Yes,No,,,"Dynamic, optional Bluemini",,Over-Ear,,,,,,Estimated
352,HIFIMAN_HER10P,27,9,HE-R10P,HiFiMan HE-R10P,2021,,Discontinued,Headphone,Closed Back,Planar Magnetic,,18,91,No,No,,,Homage to R10,,Over-Ear,,,,,,Estimated
353,HIFIMAN_HE4XX,27,9,HE4XX,Drop x HiFiMan HE4XX,2017,,Active,Headphone,Open Back,Planar Magnetic,,35,93,No,No,,,Drop collaboration,,Over-Ear,170,U-Shaped,Dual 3.5mm,Yes,440,Estimated
354,HIFIMAN_HE5XX,27,9,HE5XX,Drop x HiFiMan HE5XX,2021,,Active,Headphone,Open Back,Planar Magnetic,,18,91,No,No,,,Drop collaboration,,Over-Ear,220,Neutral Bright,Dual 3.5mm,Yes,440,Estimated
355,HIFIMAN_JADE2,27,9,Jade II,HiFiMan Jade II,2019,,Active,Headphone,Open Back,Electrostatic,,,90,No,No,,,"Electrostatic, needs energizer",,Over-Ear,2500,,Electrostatic,,550,Estimated
356,HIFIMAN_SHANGRILA,27,9,Shangri-La Jr,HiFiMan Shangri-La Jr,2017,,Active,Headphone,Open Back,Electrostatic,,,90,No,No,,,,,Over-Ear,8000,,Electrostatic,,,Estimated
357,HIFIMAN_AUDIVINA,27,9,Audivina,HiFiMan Audivina,2023,,Active,Headphone,Closed Back,Planar Magnetic,,14,91,No,No,,,Closed-back home listening,,Over-Ear,,,,,,Estimated
358,FOCAL_SPIRITONE,101,10,Spirit One,Focal Spirit One,2012,,Discontinued,Headphone,Closed Back,Dynamic,40,32,103,No,No,,,,,Over-Ear,,,,,,Estimated
359,FOCAL_SPIRITCLASSIC,101,10,Spirit Classic,Focal Spirit Classic,2013,,Discontinued,Headphone,Closed Back,Dynamic,40,32,103,No,No,,,Audiophile-aimed closed-back; 40mm driver; launched alongside Spirit Professional,,Over-Ear,350,,,,,Estimated
360,FOCAL_SPIRITPRO,101,10,Spirit Professional,Focal Spirit Professional,2013,,Discontinued,Studio,Closed Back,Dynamic,40,32,103,No,No,,,,,Over-Ear,,,,,,Estimated
361,FOCAL_LISTEN,38,10,Listen,Focal Listen,2016,,Discontinued,Headphone,Closed Back,Dynamic,40,32,116,No,No,,,,,On-Ear,280,,,,195,Estimated
362,FOCAL_LISTENPRO,101,10,Listen Professional,Focal Listen Professional,2017,,Active,Studio,Closed Back,Dynamic,40,32,104,No,No,,,,,On-Ear,350,,,,180,Estimated
363,FOCAL_LISTENWL,38,10,Listen Wireless,Focal Listen Wireless,2017,,Discontinued,Headphone,Closed Back,Dynamic,40,32,104,Yes,No,,,,,On-Ear,,,,,,Estimated
364,FOCAL_ELEX,35,10,Elex,Drop x Focal Elex,2017,,Active,Headphone,Open Back,Dynamic,40,80,104,No,No,,,Drop collaboration,,Over-Ear,,,,,,Estimated
365,FOCAL_CLEARPRO,35,10,Clear Professional,Focal Clear Professional,2018,,Active,Studio,Open Back,Dynamic,40,55,104,No,No,,,,,Over-Ear,,,,,,Estimated
366,FOCAL_RADIANCE,36,10,Radiance,Focal Radiance,2019,,Discontinued,Headphone,Closed Back,Dynamic,40,35,105,No,No,,,Bentley edition,,Over-Ear,,,,,,Estimated
367,FOCAL_CLEARMGPRO,35,10,Clear MG Professional,Focal Clear MG Professional,2021,,Active,Studio,Open Back,Dynamic,40,55,104,No,No,,,,,Over-Ear,,,,,,Estimated
368,GRADO_SR125X,41,12,SR125x,Grado SR125x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,,,On-Ear,175,Bright,3.5mm,No,175,Verified
369,GRADO_SR225X,41,12,SR225x,Grado SR225x,2021,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,,,On-Ear,250,Bright,3.5mm,No,190,Verified
370,GRADO_SR80E,41,12,SR80e,Grado SR80e,2014,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,GRADO_SR80X,,,On-Ear,100,,,,,Estimated
371,GRADO_SR325E,41,12,SR325e,Grado SR325e,2014,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,GRADO_SR325X,,,On-Ear,295,,,,,Estimated
372,GRADO_RS2E,42,12,RS2e,Grado RS2e,2014,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,GRADO_RS2X,,,On-Ear,500,,,,,Estimated
373,GRADO_GS1000X,43,12,GS1000x,Grado GS1000x,2022,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,,,On-Ear,1100,Bright,3.5mm,No,350,Verified
374,GRADO_PS500E,102,12,PS500e,Grado PS500e,2014,,Discontinued,Headphone,Open Back,Dynamic,,32,99,No,No,,,,,On-Ear,,,,,,Estimated
375,GRADO_PS1000E,102,12,PS1000e,Grado PS1000e,2014,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,Pro statement flagship,,On-Ear,1700,,3.5mm,,,Estimated
376,GRADO_PS2000E,102,12,PS2000e,Grado PS2000e,2017,,Active,Headphone,Open Back,Dynamic,,32,99,No,No,,,Statement flagship,,On-Ear,,,3.5mm,,,Estimated
377,MEZE_99NOIR,45,13,99 Classics Noir,Meze 99 Classics Noir,2017,,Active,Headphone,Closed Back,Dynamic,40,32,103,No,No,,,All-black variant w/ tuning tweak,,Over-Ear,350,,,Yes,260,Estimated
378,MEZE_109PRODESC,45,13,109 Pro Descenso,Meze 109 Pro Descenso,2024,,Active,Headphone,Open Back,Dynamic,50,40,112,No,No,,,,,Over-Ear,,,,,,Estimated
379,MEZE_EMPYREAN2,46,13,Empyrean II,Meze Empyrean II,2024,,Active,Headphone,Open Back,Planar Magnetic,,31.6,101,No,No,MEZE_EMPYREAN,,,,Over-Ear,4000,Warm,mini-XLR,Yes,430,Verified
380,MEZE_LIRICII,46,13,Liric II,Meze Liric II,2024,,Active,Headphone,Closed Back,Planar Magnetic,,31.6,102,No,No,,,,,Over-Ear,2000,Warm Neutral,3.5mm,Yes,333,Verified
